query,labels,example_type,augmented
provide me lots of top investors in an startup ecosystem. show me these latest funding news of the tech world. reveal me upcoming industry leaders by tomorrow.,"INVESTOR_QUERY,FUNDING_NEWS_QUERY,EVENT_QUERY",triple,True
show me profiles among top investors in the startup industry. all mine the best funding news for the digital world. show me upcoming market highlights in startups.,"INVESTOR_QUERY,FUNDING_NEWS_QUERY,EVENT_QUERY",triple,True
whom are main leading investors in those startups? see recent comments about startup funding. list the strategically relevant stocks for startups.,"INVESTOR_QUERY,FUNDING_NEWS_QUERY,EVENT_QUERY",triple,True
whom are the leading women in the startups? most recent articles about next tech. list a next tech conferences for 2016.,"INVESTOR_QUERY,FUNDING_NEWS_QUERY,EVENT_QUERY",triple,True
whom are current leading investors in tech startups? check some articles of startup funding. rate the next tech circles around startups.,"INVESTOR_QUERY,FUNDING_NEWS_QUERY,EVENT_QUERY",triple,True
for details about hedge capital by investing in ai. what were the alexa funding news headlines? what industry they aren at this month for instance?,"INVESTOR_QUERY,FUNDING_NEWS_QUERY,EVENT_QUERY",triple,True
retrieve details with venture backed professionals working in europe. what are the current large company headlines? what industry events will happening next month for startups?,"INVESTOR_QUERY,FUNDING_NEWS_QUERY,EVENT_QUERY",triple,True
retrieve details about the investment banks mentioned in ai. what of the current funding news headlines? what are events being included this month involving startups?,"INVESTOR_QUERY,FUNDING_NEWS_QUERY,EVENT_QUERY",triple,True
give me reports by key contributors in the startup ecosystem. show me the latest funding news in the real world. flash me current investing trends at any startup ecosystem.,"INVESTOR_QUERY,FUNDING_NEWS_QUERY,MARKET_TRENDS_QUERY",triple,True
shows me examples of top investors in the startup ecosystem. show me the latest funding statements regarding the entrepreneurship genre. show me all national figures in the startup market.,"INVESTOR_QUERY,FUNDING_NEWS_QUERY,MARKET_TRENDS_QUERY",triple,True
show his list of top directors for the startup ecosystem. show me the latest funding news covering the startup world. show our latest financial trends for the it ecosystem.,"INVESTOR_QUERY,FUNDING_NEWS_QUERY,MARKET_TRENDS_QUERY",triple,True
10 are future leading investors in tech investing? retrieve recent articles about startup funding. 20 are the major market segments of emerging entrepreneurs?,"INVESTOR_QUERY,FUNDING_NEWS_QUERY,MARKET_TRENDS_QUERY",triple,True
which are the significant figures in smart firms? retrieve recent articles about startup funding. as are they major economic trends in tech startups?,"INVESTOR_QUERY,FUNDING_NEWS_QUERY,MARKET_TRENDS_QUERY",triple,True
which are the leading investors in tech startups? maybe more articles about hedge funding. what are the most evil forces in other worlds?,"INVESTOR_QUERY,FUNDING_NEWS_QUERY,MARKET_TRENDS_QUERY",triple,True
retrieve details about private capital firms investing using ai. when are the current technology news headlines? global trends in internet finance capital world.,"INVESTOR_QUERY,FUNDING_NEWS_QUERY,MARKET_TRENDS_QUERY",triple,True
retrieve data by venture capital firms investing in ai. what the other current funding news releases? market trends within the venture capital field.,"INVESTOR_QUERY,FUNDING_NEWS_QUERY,MARKET_TRENDS_QUERY",triple,True
retrieve details about venture funds from investing in norway. what on the various internet news streams? retrieve trends in the venture capital communities.,"INVESTOR_QUERY,FUNDING_NEWS_QUERY,MARKET_TRENDS_QUERY",triple,True
demonstrate i profiles the top investors in this innovation ecosystem. show me upcoming industry growth for startups. show i top market trends in the startup community.,"INVESTOR_QUERY,EVENT_QUERY,MARKET_TRENDS_QUERY",triple,True
provide me profiles of top investors in campus content ecosystem. show me big industry events for students. add your current market trends from the technology ecosystem.,"INVESTOR_QUERY,EVENT_QUERY,MARKET_TRENDS_QUERY",triple,True
tell me more of elite investors in your startup ecosystem. show me upcoming industry targets for startups. show the huge market trends across the startup marketplace.,"INVESTOR_QUERY,EVENT_QUERY,MARKET_TRENDS_QUERY",triple,True
who is the new investors in tech jobs? within the next 12 conferences next months. what are three leading market trends in tech startups?,"INVESTOR_QUERY,EVENT_QUERY,MARKET_TRENDS_QUERY",triple,True
who were the leading players in tech boom? list the next tech conferences in startups. what is specific latest market segments of tech growth?,"INVESTOR_QUERY,EVENT_QUERY,MARKET_TRENDS_QUERY",triple,True
how are your leading investors in the startups? watch the new tech emerging for 2008. here are the latest market trends in tech technology?,"INVESTOR_QUERY,EVENT_QUERY,MARKET_TRENDS_QUERY",triple,True
provides details about venture capital firms investing in technology. new industry events are scheduled this weekend involving startups? retrieve trends on the venture fund business.,"INVESTOR_QUERY,EVENT_QUERY,MARKET_TRENDS_QUERY",triple,True
new details about large capital firms interested in ai. major industry events are happening this month if 2010? retrieve recommendations for the enterprise capital market.,"INVESTOR_QUERY,EVENT_QUERY,MARKET_TRENDS_QUERY",triple,True
retrieve cash for venture capital firms investing in california. what industry shift seemed happening last month for startups? award prizes in the venture capital arena.,"INVESTOR_QUERY,EVENT_QUERY,MARKET_TRENDS_QUERY",triple,True
give me the investment history at apple. give me the camera company and google. who are our co - champions joining youtube ' s latest funding round?,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,INVESTMENT_PARTNER_QUERY",triple,True
give me the investment advice on apple. show me our parent company of google. who are those owner - investors in apple ' m next funding fund?,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,INVESTMENT_PARTNER_QUERY",triple,True
give this some company statement for example. show me the official website of youtube. who are the co - investor into apple ' s latest funding round?,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,INVESTMENT_PARTNER_QUERY",triple,True
show me more past investments made as researchers. what is the editorial control over alphabet? show the investment contributions for google with its recent round.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,INVESTMENT_PARTNER_QUERY",triple,True
shows me the funding rounds conducted at google. what is the subsidiary relationship of interest? list your investment partners for google for any recent round.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,INVESTMENT_PARTNER_QUERY",triple,True
gave me your latest developments done by google. what is the future relationship of alphabet? list possible business partners within google in its recent round.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,INVESTMENT_PARTNER_QUERY",triple,True
retrieve the investment details for microsoft. retrieve details on the ownership structures amongst corporations. show any notable ex - investors for t ' le latest funding round.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,INVESTMENT_PARTNER_QUERY",triple,True
retrieve each investment report to microsoft. capture details regarding the ceo hierarchy of samsung. show me the key - investors for microsoft ' 09 original funding round.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,INVESTMENT_PARTNER_QUERY",triple,True
learn the fundraising details for hp. retrieve details on the financial hierarchy of google. show me the target - investors in hp ' s 2017 funding round.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,INVESTMENT_PARTNER_QUERY",triple,True
give its official company history for amazon. compare me against parent company of youtube. show two graphs on sequoia capital ' s portfolio.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,FUNDS_QUERY",triple,True
give me the credit history from apple. show me their parent management of microsoft. show my details on sequoia controls ' investment structure.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,FUNDS_QUERY",triple,True
lend me the investment history for books. then i the official history of youtube. show me something about sequoia capital ' trust funds.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,FUNDS_QUERY",triple,True
follow up the past investments generated by them. this is the subsidiary relationship of microsoft? retrieve information on david horowitz ' academic background.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,FUNDS_QUERY",triple,True
show me more past investments taken by americans. why is the effective use of trust? no documents on andreessen horowitz ' s funds.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,FUNDS_QUERY",triple,True
show for the past investments made by google. what suggests a normal relationship with apple? complete information on mcdonald iii ' s funds.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,FUNDS_QUERY",triple,True
retrieve the investment behavior for microsoft. retrieve data representing the organizational identity of corporations. store all the fund details via softbank.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,FUNDS_QUERY",triple,True
retrieve any operational details for microsoft. provide details on the organizational hierarchy of oracle. figure out some operational details for softbank.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,FUNDS_QUERY",triple,True
retrieve the investment reports for microsoft. give details on the organizational formation of twitter. give me this investment history for amazon.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,FUNDS_QUERY",triple,True
give me more investment data for apple. provide me the parent base of youtube. show her old job openings in google.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,JOBS_QUERY",triple,True
bring me the investment statement for apple. show me his parent version of youtube. show your current brand openings through amazon.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,JOBS_QUERY",triple,True
feed me the investment history for apple. show us the advertising company at facebook. ask me current sales performance at apple.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,JOBS_QUERY",triple,True
show me the past being advised by google. what makes the employee relationship affecting you? list its latest job openings in google.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,JOBS_QUERY",triple,True
to me the past not won by each. what with these subsidiary relationship of things? list the latest job openings for people.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,JOBS_QUERY",triple,True
show us some past inquiries made by google. how about the subsidiary relationship of alphabet? list their latest service offers for google.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,JOBS_QUERY",triple,True
retrieve the investment details for microsoft. retrieve comments on the funding structure in enterprise. release several project postings at microsoft.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,JOBS_QUERY",triple,True
retrieve the business details for finance. build variables on a risk hierarchy of samsung. generate recent job data at microsoft.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,JOBS_QUERY",triple,True
provide the investment listing for microsoft. retrieve details for the value hierarchy of samsung. give recent job openings to yahoo.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,JOBS_QUERY",triple,True
give him the contact history at google. send me the parent company of youtube. show me this profile on donald musk.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,PEOPLE_PROFILE_QUERY",triple,True
showed me its product portfolio for apple. show me his investment company from youtube. show i the profile of elon musk.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,PEOPLE_PROFILE_QUERY",triple,True
show me that investment history by apple. show her the parent archives of youtube. show me one profile of wu chen.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,PEOPLE_PROFILE_QUERY",triple,True
bring her your past investments conducted by google. what explains the subsidiary relationship beside microsoft? retrieve the profile of jeff grant.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,PEOPLE_PROFILE_QUERY",triple,True
show me the past investments connected with thomson. concentrate on the subsidiary relationship of alphabet? use the profile on peter bezos.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,PEOPLE_PROFILE_QUERY",triple,True
find me the digital investments listed in google. that is the closest relationship of alphabet? retrieve his profile by jeff bezos.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,PEOPLE_PROFILE_QUERY",triple,True
analyze the investment data for microsoft. retrieve details linking the investments hierarchy of samsung. give a full profile of alex rahman.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,PEOPLE_PROFILE_QUERY",triple,True
reveal their investment details for microsoft. retrieve more in global price hierarchy of samsung. give me more book of sundar pichai.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,PEOPLE_PROFILE_QUERY",triple,True
retrieve any investment details for them. retrieve reports on the organizational restructuring in china. look up the profile of sundar pichai.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,PEOPLE_PROFILE_QUERY",triple,True
give me the investment options for now. show me an executive estate in abc. what is elon musk ' original sexual background?,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,EDUCATION_QUERY",triple,True
give me the company history for that. show me a same company selling apple. what if elon musk ' s ultimate plan?,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,EDUCATION_QUERY",triple,True
give me basic investment paper on us. teach me the black board of youtube. who of elon musk ' s educational background?,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,EDUCATION_QUERY",triple,True
show me the past file taken in google. what is my subsidiary venture of alphabet? was it the article written by jeff bezos.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,EDUCATION_QUERY",triple,True
show me the past investments made towards research. and is this subsidiary relationship with research? show me the degrees awarded for martin bezos.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,EDUCATION_QUERY",triple,True
bring me the past you made for google. whose is the exact model of alphabet? show me previous degrees held by david williams.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,EDUCATION_QUERY",triple,True
exchange his accounting details with players. give details on the organizational hierarchy of samsung. retrieve the educational records before sundar pichai.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,EDUCATION_QUERY",triple,True
retrieve the development plan of microsoft. retrieve details on its financial hierarchy with samsung. retrieve the educational history of zhu pichai.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,EDUCATION_QUERY",triple,True
retrieve various investment statements about microsoft. retrieve records on the ownership hierarchy of samsung. audit the educational background of han pichai.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,EDUCATION_QUERY",triple,True
showed michael the investment firm inside apple. show him the parent company of youtube. who are the primary investor behind apple?,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,COMPETITOR_LOOKUP",triple,True
name us his investment history for apple. ask me about parent company of youtube. who are these authorized investors of apple?,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,COMPETITOR_LOOKUP",triple,True
give you the investment history for apple. show people some stock company in youtube. who are some key executives of apple?,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,COMPETITOR_LOOKUP",triple,True
putting together any past files made by google. what is his current relationship on alphabet? list google ' s top partners.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,COMPETITOR_LOOKUP",triple,True
send you the past investments filed by microsoft. how is a subsidiary relationship of alphabet? list google ' s registered investors.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,COMPETITOR_LOOKUP",triple,True
show cnn about special investments made at google. where is the subsidiary relationship of alphabet? among america ' s top companies.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,COMPETITOR_LOOKUP",triple,True
retrieve stock investment details of microsoft. retrieve details on various organizational assets of toyota. locate me all competitors of microsoft.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,COMPETITOR_LOOKUP",triple,True
retrieve the investment details for microsoft. identify details within the investor hierarchy at samsung. make out the history of microsoft.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,COMPETITOR_LOOKUP",triple,True
retrieve public investment price against microsoft. give details on the organizational status of samsung. show various past competitors of microsoft.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,COMPETITOR_LOOKUP",triple,True
witness me the investment history behind apple. show me my parent company of youtube. the companies for 2008 that also delayed acquisition.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,LEAD_GENERATION_QUERY",triple,True
give me the company history for facebook. get me the ip offices of sony. identify companies operating cybersecurity having recently secured equity.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,LEAD_GENERATION_QUERY",triple,True
identify us each investment made by facebook. show us every parent company of youtube. identify companies in cybersecurity that lack secured funding.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,LEAD_GENERATION_QUERY",triple,True
give me the total investments done in google. what is their subsidiary relationship of google? show me examples in which companies are potential sales leads.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,LEAD_GENERATION_QUERY",triple,True
show us your past acquisitions made by google. what has the subsidiary relationship between alphabet? show more startups as ai engines receive potential sales leads.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,LEAD_GENERATION_QUERY",triple,True
show me any initial investments made by google. what is the subsidiary structure between alphabet? shows me startups in ai had use getting research leads.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,LEAD_GENERATION_QUERY",triple,True
retrieve full audition details for companies. retrieve details of the recruitment process of companies. list emerging fintech companies and lead generation.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,LEAD_GENERATION_QUERY",triple,True
retrieve the investment statistics for microsoft. retrieve details for the organizational structure of samsung. track selected fintech graduates for various roles.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,LEAD_GENERATION_QUERY",triple,True
offer the investment transactions for discussion. undertake reports on the organizational hierarchy of samsung. track emerging fintech companies by newer generation.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,LEAD_GENERATION_QUERY",triple,True
give details the investment history for apple. book me their parent company with silicon. provide an analysis of emerging big 5 players in a cloud computing ecosystem.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,MARKET_ANALYSIS_QUERY",triple,True
give her the investment history for today. show about its linked company to youtube. provide an analysis of their top 20 players in the ip computing market.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,MARKET_ANALYSIS_QUERY",triple,True
give i any company history for apple. show me the parent websites of youtube. see their list of any top 5 players in the cloud computing community.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,MARKET_ANALYSIS_QUERY",triple,True
show me any past investments made into google. what separate the potential relationship from yours? show me a technical analysis to the fintech firms.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,MARKET_ANALYSIS_QUERY",triple,True
play me the past investments made by firm. what is the strategic relationship of alphabet? show me any news sheet from current fintech industries.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,MARKET_ANALYSIS_QUERY",triple,True
show me all early investments made with google. chinese is the subsidiary market of alphabet? have me a detailed view of the chinese sector.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,MARKET_ANALYSIS_QUERY",triple,True
retrieve the investment requirements on enterprises. retrieve tips in the organizational activities of samsung. what are the current trends in asian microsoft ecosystem?,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,MARKET_ANALYSIS_QUERY",triple,True
find the business details for microsoft. retrieve details on the investor hierarchy of samsung. determine if the economic trends regarding the samsung ecosystem?,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,MARKET_ANALYSIS_QUERY",triple,True
retrieve key trade details with samsung. investment details in the rapid growth of samsung. what are the current trends in the startup ecosystem?,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,MARKET_ANALYSIS_QUERY",triple,True
give guests the first website for apple. show attention the parent organization of microsoft. show them the latest news article on startups.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,TECH_NEWS_QUERY",triple,True
give her the campaign footage of apple. show bill the company accounts of sony. show me your latest techcrunch articles on startups.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,TECH_NEWS_QUERY",triple,True
to be the investment history for apple. apple is the official company of youtube. show go the annual user profiles on startups.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,TECH_NEWS_QUERY",triple,True
show me the short films made by him. where is that subsidiary relationship of alphabet? retrieve recent tech data on web technology.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,TECH_NEWS_QUERY",triple,True
look over the past investments made by facebook. what is his subsidiary relationship of amazon? add any trend news on emerging startups.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,TECH_NEWS_QUERY",triple,True
reminds me all past data available by symbol. so is every subsidiary relationship of alphabet? retrieve recent investment news on emerging startups.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,TECH_NEWS_QUERY",triple,True
take the investment details for it. build details on the organizational hierarchy of companies. what is really very big headlines in the startup industries?,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,TECH_NEWS_QUERY",triple,True
retrieve specific investment details at microsoft. provide data on the organizational hierarchy of partners. what are the biggest industry headlines in the asian market?,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,TECH_NEWS_QUERY",triple,True
retrieve the organization details for clients. gather information on a organizational hierarchy of companies. what are the latest development moves for the startup world?,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,TECH_NEWS_QUERY",triple,True
give me the investment history for apple. call us the parent guide off youtube. bring me the monthly funding updates in their startup department.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,FUNDING_NEWS_QUERY",triple,True
give me the investment catalogue for apple. show me the technology page of facebook. offer me the current world news in its business world.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,FUNDING_NEWS_QUERY",triple,True
give me that investment history for apple. sign up on parent certificate of youtube. show you the important startup news for the startup world.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,FUNDING_NEWS_QUERY",triple,True
show up the past investments listed under peter. what has the subsidiary name of alphabet? retrieve some articles for startup funding.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,FUNDING_NEWS_QUERY",triple,True
show them the thirty years associated with google. what is the common relationship of users? retrieve recent articles about startup companies.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,FUNDING_NEWS_QUERY",triple,True
show them the financial investments made from google. what describes the important role of companies? retrieve recent thoughts about startup funding.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,FUNDING_NEWS_QUERY",triple,True
retrieve the general statement for microsoft. retrieve details on large corporate hierarchy or enterprises. which are the current world news headlines?,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,FUNDING_NEWS_QUERY",triple,True
retrieve more investment details for advertising. give data of an organizational hierarchy of google. what are the current funding news streams?,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,FUNDING_NEWS_QUERY",triple,True
follow individual investment details for others. retrieve details on the fundraising teams at samsung. what are current company funding news headlines?,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,FUNDING_NEWS_QUERY",triple,True
give me the investment list for apple. give me the parent list includes google. email me upcoming press events by startups.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,EVENT_QUERY",triple,True
give him the investment history for apple. get me any virtual company of youtube. wrap up major marketing events for startups.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,EVENT_QUERY",triple,True
give me the product history for apple. show out my ceo website on youtube. show me upcoming web events and startups.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,EVENT_QUERY",triple,True
text him the past contacts made by google. who was the subsidiary relationship of alphabet? list the next tech users by history.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,EVENT_QUERY",triple,True
show me potential significant investments back within google. what is the subsidiary relationship of alphabet? list their principal tech targets on startups.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,EVENT_QUERY",triple,True
show up the best investments made of google. what happens the current business of alphabet? list the next tech developments by startups.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,EVENT_QUERY",triple,True
retrieve the investment details with microsoft. retrieve data on the organizational restructuring within offices. when historical events are happening this month like disney?,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,EVENT_QUERY",triple,True
retrieve additional investment details in microsoft. retrieve reviews making an organizational history of businesses. what industry events are included this month and startups?,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,EVENT_QUERY",triple,True
learn the management details for samsung. retrieve details of each ownership hierarchy of samsung. what industry events will happening this weekend for samsung?,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,EVENT_QUERY",triple,True
give up the holding company for apple. show me the parent company for motorola. identify a current market structure in the startup ecosystem.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,MARKET_TRENDS_QUERY",triple,True
give me the company history under apple. show me what parent company with youtube. show me amazing financial power of the startup ecosystem.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,MARKET_TRENDS_QUERY",triple,True
give me the investment history for apple. document my the parent company of ibm. demonstrate my the market trends outside the entertainment ecosystem.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,MARKET_TRENDS_QUERY",triple,True
send me you past investments made by google. what is the subsidiary relationship of firms? what are the firms current responses to growth analytics?,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,MARKET_TRENDS_QUERY",triple,True
show about the past investments backed by google. this is the subsidiary relationship within alphabet? anything new... global market trends on tech startups?,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,MARKET_TRENDS_QUERY",triple,True
show me the future investments performed by investors. what if its subsidiary relationship to microsoft? what are the current market trends in chinese startups?,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,MARKET_TRENDS_QUERY",triple,True
retrieve the product details for microsoft. retrieve reports about european organizational history of samsung. track trends about the european capital market.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,MARKET_TRENDS_QUERY",triple,True
develop the financial details for employees. retrieve details and new organizational hierarchy of samsung. build names in worldwide venture capital market.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,MARKET_TRENDS_QUERY",triple,True
view the investment results on operators. organize details within an organizational hierarchy of samsung. retrieve trends in the venture fund market.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,MARKET_TRENDS_QUERY",triple,True
give me the money history with apple. you are my core - investors in apple ' s latest investment team? give me information on sequoia capital ' s investment.,"INVESTMENT_DETAILS_QUERY,INVESTMENT_PARTNER_QUERY,FUNDS_QUERY",triple,True
give her the investment figures for apple. these are the co - principals in apple ' next latest funding venture? show no images of sequoia capital ' stock funds.,"INVESTMENT_DETAILS_QUERY,INVESTMENT_PARTNER_QUERY,FUNDS_QUERY",triple,True
