query,labels,example_type,augmented
list the companies acquired for google. give my the address of my services. provide me all competitors of disney.,"ACQUISITION_QUERY,PEOPLE_PROFILE_QUERY,COMPETITOR_LOOKUP",triple,True
i need the corporate profile at microsoft. have the business acquired by google. retrieve details on the acquired status through youtube.,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,ORGANIZATION_RELATIONSHIP_QUERY",triple,True
show all details on sequoia pi ' s impact. provide expert analysis of all top 5 players throughout the distributed computing ecosystem. show me the current funding news in the startup library.,"FUNDS_QUERY,MARKET_ANALYSIS_QUERY,FUNDING_NEWS_QUERY",triple,True
what funding requests should qualcomm participate in?,FUNDING_ROUND_QUERY,single,True
list the latest ceo titles inside google. include recent executives from past ventures. list the next tech conferences for startups.,"JOBS_QUERY,FUNDING_NEWS_QUERY,EVENT_QUERY",triple,True
what are equity action opportunities through google? get details about venture capital firms investing as ai. retrieve new educational photos of sundar singh.,"IPO_QUERY,INVESTOR_QUERY,EDUCATION_QUERY",triple,True
share information on its group ' s funds. consider future investments in ai that are potential business leads. learn recent tech news on promising technologies.,"FUNDS_QUERY,LEAD_GENERATION_QUERY,TECH_NEWS_QUERY",triple,True
What are the subsidiaries of Alphabet?,ORGANIZATION_RELATIONSHIP_QUERY,single,False
some me 500 competitors near ibm.,COMPETITOR_LOOKUP,single,True
presenting me kate ' s company here. showing me the pink company of youtube.,"COMPANY_PROFILE_QUERY,ORGANIZATION_RELATIONSHIP_QUERY",pair,True
tel me the technical details for now.,INVESTMENT_DETAILS_QUERY,single,True
what purchases has apple made? who became the main operators via apple? provide statistical analysis of the bottom 5 vendors in the cloud trading marketplace.,"ACQUISITION_QUERY,COMPETITOR_LOOKUP,MARKET_ANALYSIS_QUERY",triple,True
recordings of the new job postings with ebay?,JOBS_QUERY,single,True
show me apple ' d fund profile. what funding rounds had apple completed? consider an analysis of twenty richest 50 players in global cloud computing field.,"COMPANY_PROFILE_QUERY,FUNDING_ROUND_QUERY,MARKET_ANALYSIS_QUERY",triple,True
show him the past investments made on google. retrieve the profile of jeff reynolds. take me the thorough analysis at its public sector.,"INVESTMENT_DETAILS_QUERY,PEOPLE_PROFILE_QUERY,MARKET_ANALYSIS_QUERY",triple,True
which companies will fallen public recently? that is innovation international ' s educational project? show someone some market position in the startup ecosystem.,"IPO_QUERY,EDUCATION_QUERY,MARKET_TRENDS_QUERY",triple,True
started me up on sequoia products ' trust funds.,FUNDS_QUERY,single,True
who are the job postings saying currently?,JOBS_QUERY,single,True
Who are the co-investors in Apple's latest funding round? Show me current job openings at Apple. Who are the main competitors of Apple?,"INVESTMENT_PARTNER_QUERY,JOBS_QUERY,COMPETITOR_LOOKUP",triple,False
show me the competitors of microsoft. what are upcoming current developments within the startup ecosystem? who are our upcoming technology blog headlines?,"COMPETITOR_LOOKUP,MARKET_ANALYSIS_QUERY,FUNDING_NEWS_QUERY",triple,True
Show me Apple's company profile. Show me the parent company of YouTube. Who are the co-investors in Apple's latest funding round?,"COMPANY_PROFILE_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,INVESTMENT_PARTNER_QUERY",triple,False
where are these leading investors from tech investing? list the latest job openings at google. print some articles about startup investors.,"INVESTOR_QUERY,JOBS_QUERY,FUNDING_NEWS_QUERY",triple,True
show on the parent company by youtube. showed you the profile under elon musk. show him the latest economic news in the emerging market.,"ORGANIZATION_RELATIONSHIP_QUERY,PEOPLE_PROFILE_QUERY,FUNDING_NEWS_QUERY",triple,True
show me profiles of top personalities in the securities markets. where are the co - participants in disney ' s latest investment round? show me information for sequoia capital ' s founders.,"INVESTOR_QUERY,INVESTMENT_PARTNER_QUERY,FUNDS_QUERY",triple,True
Show me the latest funding round for Google. Retrieve recent tech news on emerging startups. List the next tech conferences for startups.,"FUNDING_ROUND_QUERY,TECH_NEWS_QUERY,EVENT_QUERY",triple,False
avoid online social postings from microsoft. give up the profile of sundar shah. retrieve the educational list and prakash pichai.,"JOBS_QUERY,PEOPLE_PROFILE_QUERY,EDUCATION_QUERY",triple,True
makes me oracle ' the myspace profile.,IPO_QUERY,single,True
Show me Apple's company profile. Show me details on Sequoia Capital's funds. What is Elon Musk's educational background?,"COMPANY_PROFILE_QUERY,FUNDS_QUERY,EDUCATION_QUERY",triple,False
Show me the IPO details for Apple. Who are the leading investors in tech startups? Show me startups in AI that are potential sales leads.,"IPO_QUERY,INVESTOR_QUERY,LEAD_GENERATION_QUERY",triple,False
what are latest major trends in the startup business? key industry events include opening this month for startups? the trends in the new income market.,"MARKET_ANALYSIS_QUERY,EVENT_QUERY,MARKET_TRENDS_QUERY",triple,True
make you apple ' s own profile. show me details on sequoia partners ' equity funds. call up the industry events on startups.,"COMPANY_PROFILE_QUERY,FUNDS_QUERY,EVENT_QUERY",triple,True
what acquisitions has apple made? which companies have turned public recently? see yourself profiles in top businesses near this startup market.,"ACQUISITION_QUERY,IPO_QUERY,INVESTOR_QUERY",triple,True
what acquisitions has apple made? giving him their investment history in company. gives me details on arrow capital ' s purchase.,"ACQUISITION_QUERY,INVESTMENT_DETAILS_QUERY,FUNDS_QUERY",triple,True
maybe beauty agencies do apple run? show me current job openings at apple. shows us the profile of elon martin.,"FUNDING_ROUND_QUERY,JOBS_QUERY,PEOPLE_PROFILE_QUERY",triple,True
list five fintech leaders for every generation. what are the latest forbes headlines for the startup field?,"LEAD_GENERATION_QUERY,TECH_NEWS_QUERY",pair,True
the details for microsoft ' in funding rounds. what are the current tech headlines in that online world?,"FUNDING_ROUND_QUERY,TECH_NEWS_QUERY",pair,True
I need the company profile for Microsoft. Get details on Microsoft's funding rounds. Give me the profile of Sundar Pichai.,"COMPANY_PROFILE_QUERY,FUNDING_ROUND_QUERY,PEOPLE_PROFILE_QUERY",triple,False
definitely need the company website for research. retrieve details on the organizational hierarchy in samsung. provide specific practical qualifications of a sat.,"COMPANY_PROFILE_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,EDUCATION_QUERY",triple,True
Retrieve details about venture capital firms investing in AI. Retrieve the investment details for Microsoft. Show me the co-investors for Microsoft's latest funding round.,"INVESTOR_QUERY,INVESTMENT_DETAILS_QUERY,INVESTMENT_PARTNER_QUERY",triple,False
list the investment partners for bankruptcy in the first bankruptcy. retrieve the profile of brad larson. show me another card held by jeff miller.,"INVESTMENT_PARTNER_QUERY,PEOPLE_PROFILE_QUERY,EDUCATION_QUERY",triple,True
just maybe he ' s ipo details?,IPO_QUERY,single,True
Show me the latest funding round for Google. Show me the degrees held by Jeff Bezos.,"FUNDING_ROUND_QUERY,EDUCATION_QUERY",pair,False
I need the company profile for Microsoft. Retrieve recent job postings at Microsoft. Show me the competitors of Microsoft.,"COMPANY_PROFILE_QUERY,JOBS_QUERY,COMPETITOR_LOOKUP",triple,False
compare recent job postings by microsoft. tell me the competitors of microsoft. take trends about virtual venture capital marketplace.,"JOBS_QUERY,COMPETITOR_LOOKUP,MARKET_TRENDS_QUERY",triple,True
provide me the profile of vijay singh. which religious events are held this month for example?,"PEOPLE_PROFILE_QUERY,EVENT_QUERY",pair,True
bring me the first company roster for google. list our next 30 conferences from startups. what are the latest market shares of new startups?,"COMPANY_PROFILE_QUERY,EVENT_QUERY,MARKET_TRENDS_QUERY",triple,True
list new jobs acquired in it. take recent job postings at microsoft. give me his profile about steven pichai.,"ACQUISITION_QUERY,JOBS_QUERY,PEOPLE_PROFILE_QUERY",triple,True
tell me the fund details for softbank. have recent job orders at times. find new educational book by zhu pichai.,"FUNDS_QUERY,JOBS_QUERY,EDUCATION_QUERY",triple,True
give me your detailed company list for google. show us the historical file for apple. show me the past investments started through nintendo.,"COMPANY_PROFILE_QUERY,IPO_QUERY,INVESTMENT_DETAILS_QUERY",triple,True
Which companies have gone public recently? Show me the latest TechCrunch articles on startups. Show me the latest funding news in the startup world.,"IPO_QUERY,TECH_NEWS_QUERY,FUNDING_NEWS_QUERY",triple,False
showing you the detailed news reports to google. show them apple ' s stock history. who are the leading investors for startup startups?,"COMPANY_PROFILE_QUERY,ACQUISITION_QUERY,INVESTOR_QUERY",triple,True
reviews intel ' web ipo logs.,IPO_QUERY,single,True
Show me the degrees held by Jeff Bezos. Retrieve recent tech news on emerging startups. What are the latest market trends in tech startups?,"EDUCATION_QUERY,TECH_NEWS_QUERY,MARKET_TRENDS_QUERY",triple,False
Provide the investment history for Tesla.,INVESTMENT_DETAILS_QUERY,single,False
show mom ' s big date.,IPO_QUERY,single,True
show me she ' m tax history. mail me their acquisition details for ipad. flash me the degrees held by both bezos.,"ACQUISITION_QUERY,IPO_QUERY,EDUCATION_QUERY",triple,True
What acquisitions has Apple made? Show me the parent company of YouTube. Show me the profile of Elon Musk.,"ACQUISITION_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,PEOPLE_PROFILE_QUERY",triple,False
update regards your data patterns for google? retrieve details on the organizational hierarchy of samsung. what of the current trend in wireless app ecosystem?,"IPO_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,MARKET_ANALYSIS_QUERY",triple,True
Show me the parent company of YouTube. Show me current job openings at Apple. Show me upcoming industry events for startups.,"ORGANIZATION_RELATIONSHIP_QUERY,JOBS_QUERY,EVENT_QUERY",triple,False
show my microsoft ' s bug profile. who are the main competitors of this? show me current technology trends by various startup markets.,"COMPANY_PROFILE_QUERY,COMPETITOR_LOOKUP,MARKET_TRENDS_QUERY",triple,True
Show me the IPO details for Apple. Show me the past investments made by Google.,"IPO_QUERY,INVESTMENT_DETAILS_QUERY",pair,False
retrieve more on your legal status of ventures. show me five co - investors at microsoft ' s latest investors round. get me any profile of sundar pichai.,"ORGANIZATION_RELATIONSHIP_QUERY,INVESTMENT_PARTNER_QUERY,PEOPLE_PROFILE_QUERY",triple,True
list the investment partners for google in her next round. show me the talk held at bob bezos. show me startups on which labs are potential growth leaders.,"INVESTMENT_PARTNER_QUERY,EDUCATION_QUERY,LEAD_GENERATION_QUERY",triple,True
show me profiles to the investors in the startup ecosystem. show people details on nest capital ' 000 products. shows me the latest funding stories in their online world.,"INVESTOR_QUERY,FUNDS_QUERY,FUNDING_NEWS_QUERY",triple,True
Show me Apple's acquisition history. Show me the IPO details for Apple. List the investment partners for Google in its recent round.,"ACQUISITION_QUERY,IPO_QUERY,INVESTMENT_PARTNER_QUERY",triple,False
around 10 companies operated by them. what are the current trends in a startup ecosystem? huh are her current funding news columns?,"ACQUISITION_QUERY,MARKET_ANALYSIS_QUERY,FUNDING_NEWS_QUERY",triple,True
Show me the competitors of Microsoft. What are the current funding news headlines?,"COMPETITOR_LOOKUP,FUNDING_NEWS_QUERY",pair,False
retrieve the profile about jeff davis. hear recent latest world news emerging companies. what are the latest tech trends in tech design?,"PEOPLE_PROFILE_QUERY,TECH_NEWS_QUERY,MARKET_TRENDS_QUERY",triple,True
Show me startups in AI that are potential sales leads. What are the latest market trends in tech startups?,"LEAD_GENERATION_QUERY,MARKET_TRENDS_QUERY",pair,False
detailed notes on andreessen holding ' s funds. list aim ' s potential competitors. provide detailed academic news about emerging startups.,"FUNDS_QUERY,COMPETITOR_LOOKUP,TECH_NEWS_QUERY",triple,True
what are the future trends draining your iot ecosystem?,MARKET_TRENDS_QUERY,single,True
which companies had gone public recently? post me another profile of google online. provide an analysis of my top 5 entries in their us based market.,"IPO_QUERY,PEOPLE_PROFILE_QUERY,MARKET_ANALYSIS_QUERY",triple,True
get details on microsoft ' ll growth rounds. now max the profile about sundar raj. what are the latest tech picks in that startup business?,"FUNDING_ROUND_QUERY,PEOPLE_PROFILE_QUERY,TECH_NEWS_QUERY",triple,True
What is the subsidiary relationship of Alphabet? List the next tech conferences for startups. What are the latest market trends in tech startups?,"ORGANIZATION_RELATIONSHIP_QUERY,EVENT_QUERY,MARKET_TRENDS_QUERY",triple,False
you need the new profile about qualcomm.,COMPANY_PROFILE_QUERY,single,True
give me details on eagle capital ' uk investments. show me the roots of adam musk. provide me the latest global news in american startup sector.,"FUNDS_QUERY,PEOPLE_PROFILE_QUERY,FUNDING_NEWS_QUERY",triple,True
list some companies acquired by google. retrieve info over some acquisition hierarchy of samsung. rank yourself the profile against sundar pichai.,"ACQUISITION_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,PEOPLE_PROFILE_QUERY",triple,True
monthly recent updates about startup growth.,FUNDING_NEWS_QUERY,single,True
Who are the leading investors in tech startups? Show me the degrees held by Jeff Bezos. Retrieve recent articles about startup funding.,"INVESTOR_QUERY,EDUCATION_QUERY,FUNDING_NEWS_QUERY",triple,False
show me the insights from elon musk. provide an analysis into the top 5 stocks in its cloud application market. show the more market leaders in this startup ecosystem.,"PEOPLE_PROFILE_QUERY,MARKET_ANALYSIS_QUERY,MARKET_TRENDS_QUERY",triple,True
what of future emerging forces in the startup marketing landscape?,MARKET_TRENDS_QUERY,single,True
provides educational events for emerging tech developers.,EVENT_QUERY,single,True
identify companies with cybersecurity that previously lost revenue. keep us the latest techcrunch chatter on topics. report me upcoming special events for startups.,"LEAD_GENERATION_QUERY,TECH_NEWS_QUERY,EVENT_QUERY",triple,True
get me the detailed web profile for google. show going some degrees held by the bezos. including recent product information on certain brands.,"COMPANY_PROFILE_QUERY,EDUCATION_QUERY,TECH_NEWS_QUERY",triple,True
provide objective analysis of current market trends of irish construction industry.,MARKET_TRENDS_QUERY,single,True
I need the company profile for Microsoft. Retrieve the educational qualifications of Sundar Pichai. What are the latest tech headlines in the startup world?,"COMPANY_PROFILE_QUERY,EDUCATION_QUERY,TECH_NEWS_QUERY",triple,False
which other plans am apple completed? which companies have gone around recently?,"FUNDING_ROUND_QUERY,IPO_QUERY",pair,True
get all on microsoft ' own corporate policies. confirm the investment emails for employees. give me google profile of sundar pichai.,"FUNDING_ROUND_QUERY,INVESTMENT_DETAILS_QUERY,PEOPLE_PROFILE_QUERY",triple,True
which funding rounds has apple announced? show me the job openings at apple. tell people upcoming fundraising events from apple.,"FUNDING_ROUND_QUERY,JOBS_QUERY,EVENT_QUERY",triple,True
Show me Apple's acquisition history. Retrieve information on Andreessen Horowitz's funds. Retrieve the profile of Jeff Bezos.,"ACQUISITION_QUERY,FUNDS_QUERY,PEOPLE_PROFILE_QUERY",triple,False
contains information on uk industries ' former companies. show me some market analysis for the fintech industries. retrieve recent books about european funding.,"FUNDS_QUERY,MARKET_ANALYSIS_QUERY,FUNDING_NEWS_QUERY",triple,True
show me the most investments found in google. list the latest stock openings for employees. retrieve recent production credits from emerging startups.,"INVESTMENT_DETAILS_QUERY,JOBS_QUERY,TECH_NEWS_QUERY",triple,True
retrieve personal writings of jeff bezos. show me startups since 2009 that contain potential future leaders. answering recent questions about startup funding.,"PEOPLE_PROFILE_QUERY,LEAD_GENERATION_QUERY,FUNDING_NEWS_QUERY",triple,True
discover current job postings at workplace. inform me current competitors in microsoft. retrieve trends in the venture funds market.,"JOBS_QUERY,COMPETITOR_LOOKUP,MARKET_TRENDS_QUERY",triple,True
list all content indexed by google.,ACQUISITION_QUERY,single,True
list the investment funds for use in a recent development. highlight photographs of andreessen automobiles ' operating funds. discuss google ' s top competitors.,"INVESTMENT_PARTNER_QUERY,FUNDS_QUERY,COMPETITOR_LOOKUP",triple,True
show morgan that latest funding list from google. complete his diary of jeff bennett. show me a market analysis of global fintech sector.,"FUNDING_ROUND_QUERY,PEOPLE_PROFILE_QUERY,MARKET_ANALYSIS_QUERY",triple,True
show him the ipo details for apple. what with your subsidiary part of that? new shares in al horowitz ' s funds.,"IPO_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,FUNDS_QUERY",triple,True
Who are the leading investors in tech startups? Show me the degrees held by Jeff Bezos. Show me startups in AI that are potential sales leads.,"INVESTOR_QUERY,EDUCATION_QUERY,LEAD_GENERATION_QUERY",triple,False
What is the profile of Mark Zuckerberg?,PEOPLE_PROFILE_QUERY,single,False
list the companies acquired by him. her recent job postings at work. here are the major funding balance sheets?,"ACQUISITION_QUERY,JOBS_QUERY,FUNDING_NEWS_QUERY",triple,True
show company companies have small logistics tech sector for every generation.,LEAD_GENERATION_QUERY,single,True
retrieve recent update postings at times. review of the latest tech headlines about the tech world? who am the current business news headlines?,"JOBS_QUERY,TECH_NEWS_QUERY,FUNDING_NEWS_QUERY",triple,True
show me his ' c company profile. give me the investment history for apple. record up current market figures and our startup category.,"COMPANY_PROFILE_QUERY,INVESTMENT_DETAILS_QUERY,MARKET_TRENDS_QUERY",triple,True
write me profiles of you as real estate tech.,INVESTOR_QUERY,single,True
show friends your blog postings at intel.,JOBS_QUERY,single,True
get answers from microsoft ' app growth strategies. retrieve information on the organizational hierarchy of samsung. inform me the competitors behind microsoft.,"FUNDING_ROUND_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,COMPETITOR_LOOKUP",triple,True
What acquisitions has Apple made? Show me the parent company of YouTube. Provide an analysis of the top 5 players in the cloud computing market.,"ACQUISITION_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,MARKET_ANALYSIS_QUERY",triple,False
Show me Larry Ellison's academic credentials.,EDUCATION_QUERY,single,False
give her the investment guide from tomorrow. how become the co - investors in apple ' s latest funding effort?,"INVESTMENT_DETAILS_QUERY,INVESTMENT_PARTNER_QUERY",pair,True
show me the scenario within russia. if industry hits are happening this month for example?,"COMPETITOR_LOOKUP,EVENT_QUERY",pair,True
more about the ipo dates for google? ranking trends the competitors by microsoft. list emerging european vendors for lead research.,"IPO_QUERY,COMPETITOR_LOOKUP,LEAD_GENERATION_QUERY",triple,True
show me the latest search applications for twitter. see me next ipo details for twitter. who among the leading investors in search hero?,"FUNDING_ROUND_QUERY,IPO_QUERY,INVESTOR_QUERY",triple,True
retrieve it on the club hierarchy before samsung. save me the profile of sundar shah. what are current current membership requirements today?,"ORGANIZATION_RELATIONSHIP_QUERY,PEOPLE_PROFILE_QUERY,FUNDING_NEWS_QUERY",triple,True
what on the biggest dates like google? retrieve stories about private capital firms investing through ai. make significant job postings on microsoft.,"IPO_QUERY,INVESTOR_QUERY,JOBS_QUERY",triple,True
what contribution has apple made? teach me ropes in top investors in the startup ecosystem. bring up local industry events involving startups.,"ACQUISITION_QUERY,INVESTOR_QUERY,EVENT_QUERY",triple,True
show us the good company of youtube. who are these co - investors in yahoo ' nt latest valuation round? teach you new market trends in the startup world.,"ORGANIZATION_RELATIONSHIP_QUERY,INVESTMENT_PARTNER_QUERY,MARKET_TRENDS_QUERY",triple,True
what acquisitions has mankind taken? show how upcoming industry events come tomorrow.,"ACQUISITION_QUERY,EVENT_QUERY",pair,True
what funding rounds has apple completed? show me our job openings in apple. tell me what business segment in our startup sector.,"FUNDING_ROUND_QUERY,JOBS_QUERY,MARKET_TRENDS_QUERY",triple,True
Give me the investment history for Apple. Identify companies in cybersecurity that recently secured funding.,"INVESTMENT_DETAILS_QUERY,LEAD_GENERATION_QUERY",pair,False
what funding source is adam managed? give me the investment history for apple. show i some history of elon andrews.,"FUNDING_ROUND_QUERY,INVESTMENT_DETAILS_QUERY,PEOPLE_PROFILE_QUERY",triple,True
Show me the IPO details for Apple. What is the subsidiary relationship of Alphabet? What are the latest market trends in tech startups?,"IPO_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,MARKET_TRENDS_QUERY",triple,False
Retrieve the degrees earned by Reed Hastings.,EDUCATION_QUERY,single,False
Get me the detailed company profile for Google. List the investment partners for Google in its recent round. Retrieve information on Andreessen Horowitz's funds.,"COMPANY_PROFILE_QUERY,INVESTMENT_PARTNER_QUERY,FUNDS_QUERY",triple,False
has detailed details on current ventures ' funds.,FUNDS_QUERY,single,True
show me profiles of the entrepreneurs of your startup ecosystem. show me recent rise of elon cooper. show me his next funding news in our startup world.,"INVESTOR_QUERY,PEOPLE_PROFILE_QUERY,FUNDING_NEWS_QUERY",triple,True
Retrieve details about venture capital firms investing in AI. What are the current funding news headlines? What industry events are happening this month for startups?,"INVESTOR_QUERY,FUNDING_NEWS_QUERY,EVENT_QUERY",triple,False
profile the companies served by google. retrieve trends across the price hierarchy of samsung. what industry moves were happening per month for google?,"ACQUISITION_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,EVENT_QUERY",triple,True
report details on microsoft ' s funding rounds. gather statistics about venture capitalist firms listed in windows. gather data on its organizational hierarchy of samsung.,"FUNDING_ROUND_QUERY,INVESTOR_QUERY,ORGANIZATION_RELATIONSHIP_QUERY",triple,True
Get details on Microsoft's funding rounds. What are the current funding news headlines? Retrieve trends in the venture capital market.,"FUNDING_ROUND_QUERY,FUNDING_NEWS_QUERY,MARKET_TRENDS_QUERY",triple,False
give him the investment history on apple. what is elon smith ' s credit background? not on the private funding sources throughout the startup world.,"INVESTMENT_DETAILS_QUERY,EDUCATION_QUERY,FUNDING_NEWS_QUERY",triple,True
Retrieve details on the organizational hierarchy of Samsung. Retrieve recent job postings at Microsoft. Show me the competitors of Microsoft.,"ORGANIZATION_RELATIONSHIP_QUERY,JOBS_QUERY,COMPETITOR_LOOKUP",triple,False
throw me the name of nick musk. so is elon today ' s partner channel? show me current market position through the startup world.,"PEOPLE_PROFILE_QUERY,EDUCATION_QUERY,MARKET_TRENDS_QUERY",triple,True
show me examples in ai that are potential growth leads. retrieve any comments about a business.,"LEAD_GENERATION_QUERY,FUNDING_NEWS_QUERY",pair,True
Get me the detailed company profile for Google. List Google's top competitors. Retrieve recent articles about startup funding.,"COMPANY_PROFILE_QUERY,COMPETITOR_LOOKUP,FUNDING_NEWS_QUERY",triple,False
give details behind ukraine ' s funding rounds. retrieve recent job postings of google. retrieve senior office page for sundar pichai.,"FUNDING_ROUND_QUERY,JOBS_QUERY,EDUCATION_QUERY",triple,True
they reflect the growing trends in this startup ecosystem? what startup awards are happening each month for startups?,"MARKET_ANALYSIS_QUERY,EVENT_QUERY",pair,True
Get me the detailed company profile for Google. Show me the past investments made by Google. List the next tech conferences for startups.,"COMPANY_PROFILE_QUERY,INVESTMENT_DETAILS_QUERY,EVENT_QUERY",triple,False
what are their release dates for today? retrieve some media reports on microsoft. what current the latest tech trends in the startup world?,"IPO_QUERY,JOBS_QUERY,TECH_NEWS_QUERY",triple,True
show me a detailed analysis of the fintech companies. ask what tech news over the startups. what are the annual research results on tech startups?,"MARKET_ANALYSIS_QUERY,TECH_NEWS_QUERY,MARKET_TRENDS_QUERY",triple,True
List the companies acquired by Google. What are the latest tech headlines in the startup world?,"ACQUISITION_QUERY,TECH_NEWS_QUERY",pair,False
retrieve various tech facts on emerging startups. retrieve news article about startup corporations.,"TECH_NEWS_QUERY,FUNDING_NEWS_QUERY",pair,True
Provide information on investors in fintech.,INVESTOR_QUERY,single,False
show showing current trends in solar energy consumption.,MARKET_ANALYSIS_QUERY,single,True
What is the subsidiary relationship of Alphabet? Retrieve the profile of Jeff Bezos. Retrieve recent tech news on emerging startups.,"ORGANIZATION_RELATIONSHIP_QUERY,PEOPLE_PROFILE_QUERY,TECH_NEWS_QUERY",triple,False
list the investment target on ios in its recent round. list android ' s new competitors. list latest app launch conferences for android.,"INVESTMENT_PARTNER_QUERY,COMPETITOR_LOOKUP,EVENT_QUERY",triple,True
Show me the parent company of YouTube. Who are the main competitors of Apple? Show me upcoming industry events for startups.,"ORGANIZATION_RELATIONSHIP_QUERY,COMPETITOR_LOOKUP,EVENT_QUERY",triple,False
show all the good analysis of the fintech segment. retrieve top tech news on emerging enterprises. retrieve recent facts about pop culture.,"MARKET_ANALYSIS_QUERY,TECH_NEWS_QUERY,FUNDING_NEWS_QUERY",triple,True
your companies have come online recently? show me current job opportunity at home. show more current market trends of the startup world.,"IPO_QUERY,JOBS_QUERY,MARKET_TRENDS_QUERY",triple,True
get included by microsoft ' d funding rounds. list for companies acquired over google.,"FUNDING_ROUND_QUERY,ACQUISITION_QUERY",pair,True
Get details on Microsoft's funding rounds. What are the IPO dates for Google? Retrieve recent job postings at Microsoft.,"FUNDING_ROUND_QUERY,IPO_QUERY,JOBS_QUERY",triple,False
Retrieve the latest updates on series A funding in startups.,FUNDING_NEWS_QUERY,single,False
show me their latest funding numbers for research. schedule the latest job changes for graduates. showed me the degrees held by james smith.,"FUNDING_ROUND_QUERY,JOBS_QUERY,EDUCATION_QUERY",triple,True
report their companies acquired by google. question if the current latest news headlines?,"ACQUISITION_QUERY,FUNDING_NEWS_QUERY",pair,True
give me apple ' new company card. show me details on falcon capital ' s listing. see me on partnership openings at google.,"COMPANY_PROFILE_QUERY,FUNDS_QUERY,JOBS_QUERY",triple,True
or if bill collins ' educational background?,EDUCATION_QUERY,single,True
watch the founding team for microsoft. show them our potential - investors for microsoft ' s 2016 funding round. give me your profile and chen pichai.,"INVESTMENT_DETAILS_QUERY,INVESTMENT_PARTNER_QUERY,PEOPLE_PROFILE_QUERY",triple,True
Show me the parent company of YouTube. What is Elon Musk's educational background? Show me the latest TechCrunch articles on startups.,"ORGANIZATION_RELATIONSHIP_QUERY,EDUCATION_QUERY,TECH_NEWS_QUERY",triple,False
spare me the rental company logs with photos. retrieve information on andreessen victims ' early family. list the latest office openings for google.,"COMPANY_PROFILE_QUERY,FUNDS_QUERY,JOBS_QUERY",triple,True
who co - scored in boston ' s third chance round?,INVESTMENT_PARTNER_QUERY,single,True
feed me the past dollars placed into google. show me startups in ai that are potential outside partners. retrieve recent commercial results on these startups.,"INVESTMENT_DETAILS_QUERY,LEAD_GENERATION_QUERY,TECH_NEWS_QUERY",triple,True
information through sources acquired by unesco. for the educational qualifications of sundar pichai. what remain the leading tech headlines in india academic world?,"ACQUISITION_QUERY,EDUCATION_QUERY,TECH_NEWS_QUERY",triple,True
show as some job openings on columbia.,JOBS_QUERY,single,True
report on this past when acquired by google. retrieve the profile of jeff higgins. showing me others in ai that have potential sales leads.,"INVESTMENT_DETAILS_QUERY,PEOPLE_PROFILE_QUERY,LEAD_GENERATION_QUERY",triple,True
asks mike about microsoft ' s name.,ACQUISITION_QUERY,single,True
who is our leading investors in tech industry? list our latest job openings for google. show me all appointments held of charles austin.,"INVESTOR_QUERY,JOBS_QUERY,EDUCATION_QUERY",triple,True
comment on apple ' ev business history. who is other leading investors in tech startups? list your latest job locations for google.,"ACQUISITION_QUERY,INVESTOR_QUERY,JOBS_QUERY",triple,True
gather facts about microsoft ' s merger rounds. retrieve recent financial postings at forbes.,"FUNDING_ROUND_QUERY,JOBS_QUERY",pair,True
show me the co - ordination for your ' 92 latest funding initiatives. retrieve the financial qualifications against sundar singh. retrieve information in israeli venture technology market.,"INVESTMENT_PARTNER_QUERY,EDUCATION_QUERY,MARKET_TRENDS_QUERY",triple,True
get me apple ' s celebrity profile. give me the profile of elon musk. give an analysis over the biggest 5 brands in different japanese computing industries.,"COMPANY_PROFILE_QUERY,PEOPLE_PROFILE_QUERY,MARKET_ANALYSIS_QUERY",triple,True
Show me Apple's acquisition history. List the latest job openings for Google. Retrieve recent articles about startup funding.,"ACQUISITION_QUERY,JOBS_QUERY,FUNDING_NEWS_QUERY",triple,False
give me the investment history for apple. call us the parent guide off youtube. bring me the monthly funding updates in their startup department.,"INVESTMENT_DETAILS_QUERY,ORGANIZATION_RELATIONSHIP_QUERY,FUNDING_NEWS_QUERY",triple,True
Show me the past investments made by Google. List the investment partners for Google in its recent round. What are the latest market trends in tech startups?,"INVESTMENT_DETAILS_QUERY,INVESTMENT_PARTNER_QUERY,MARKET_TRENDS_QUERY",triple,False
online reports on venture capital firms specializing in ai. retrieve global investment details for microsoft. what are our current ai analysis headlines?,"INVESTOR_QUERY,INVESTMENT_DETAILS_QUERY,FUNDING_NEWS_QUERY",triple,True
Identify companies in cybersecurity that recently secured funding.,LEAD_GENERATION_QUERY,single,False
retrieve latest tech news on emerging companies. list possible next tech conferences for startups. what are two key research segments in software engineering?,"TECH_NEWS_QUERY,EVENT_QUERY,MARKET_TRENDS_QUERY",triple,True
